Effective_Trading_Date,TICKER,mean_tangibility,mean_relevance,mean_llm_sentiment,headline_count
2023-01-10,ORCL,-0.9,-0.9,0.0,1
2023-01-10,PLTR,-0.35,-0.10000000000000003,0.15,2
2023-01-10,SNOW,0.4,0.5,-0.04999999999999999,2
2023-01-10,TSM,0.95,1.0,0.25,4
2023-01-11,AAPL,-0.08333333333333333,0.3,-0.033333333333333326,6
2023-01-11,ADBE,0.8,0.5,0.3,1
2023-01-11,AI,-1.0,-1.0,0.0,1
2023-01-11,AMD,0.2,0.32,0.04,5
2023-01-11,AMZN,-0.3333333333333333,-0.19999999999999998,-0.08333333333333333,6
2023-01-11,AVGO,-0.75,-0.25,-0.2,2
2023-01-11,CRM,-0.125,0.275,-0.475,4
2023-01-11,CRWD,0.0,0.2,0.1,1
2023-01-11,EQIX,-0.5,-0.25,0.0,2
2023-01-11,GOOGL,0.325,0.5,-0.09999999999999999,4
2023-01-11,IBM,-0.4,-0.30000000000000004,0.0,2
2023-01-11,INTC,-0.8,-0.8,0.0,1
2023-01-11,META,-0.8,-0.8,0.0,2
2023-01-11,MSFT,-0.4,-0.25,0.05,2
2023-01-11,MU,-0.8,-0.8,0.0,1
2023-01-11,NOW,-0.050000000000000044,-0.10000000000000003,0.15,2
2023-01-11,NVDA,0.0,-0.02500000000000001,-0.1,4
2023-01-11,ORCL,0.0,-0.03333333333333336,0.2333333333333333,3
2023-01-11,PLTR,-0.4,-0.050000000000000044,0.1,2
2023-01-11,QCOM,-0.8,-0.8,0.0,1
2023-01-11,SMCI,0.20000000000000004,0.5,-0.5333333333333333,3
2023-01-12,AAPL,0.3,0.6,0.2,1
2023-01-12,ADBE,-0.4,-0.050000000000000044,0.1,2
2023-01-12,AMD,-0.10000000000000002,0.26666666666666666,0.0,3
2023-01-12,AMZN,-0.9,-0.9,0.0,1
2023-01-12,AVGO,-0.9,-0.9,0.0,1
2023-01-12,CRM,0.25,0.75,-0.15,2
2023-01-12,CRWD,0.55,0.65,-0.35,2
2023-01-12,GOOGL,0.30000000000000004,0.55,-0.04999999999999999,2
2023-01-12,IBM,-0.9,-0.9,0.0,1
2023-01-12,INTC,-0.3,-0.23333333333333336,0.033333333333333326,3
2023-01-12,META,-1.850371707708594e-17,0.09999999999999999,-0.09999999999999999,6
2023-01-12,MSFT,0.13999999999999999,0.31999999999999995,0.13999999999999999,5
2023-01-12,MU,-0.9,-0.9,0.0,1
2023-01-12,NOW,0.8,0.8,0.4,1
2023-01-12,NVDA,-0.10000000000000003,-0.15000000000000002,-0.2,2
2023-01-12,ORCL,-0.8,-0.7,0.0,1
2023-01-12,PLTR,-0.8,-0.7,0.0,1
2023-01-12,QCOM,-0.8,-0.7,0.0,1
2023-01-12,SMCI,0.2,0.5,-0.45,2
2023-01-12,TSM,0.5722222222222223,0.7277777777777777,0.044444444444444446,18
2023-01-13,AAPL,0.42500000000000004,0.525,-0.15,4
2023-01-13,ADBE,0.0,0.050000000000000044,-0.15,2
2023-01-13,AI,0.2,-0.5,0.2,1
2023-01-13,AMD,-0.8,-0.8,0.0,1
2023-01-13,AMZN,0.05,0.19999999999999998,-1.3877787807814457e-17,4
2023-01-13,AVGO,-0.8,-0.8,0.0,1
2023-01-13,CRM,0.0,0.06666666666666665,-0.26666666666666666,3
2023-01-13,DLR,-0.8,-0.8,0.0,1
2023-01-13,EQIX,-0.8,-0.8,0.0,1
2023-01-13,GOOGL,0.1,0.5,0.04999999999999999,2
2023-01-13,IBM,-0.8,-0.8,0.0,1
2023-01-13,META,-0.8,-0.8,0.0,1
2023-01-13,MSFT,-0.46666666666666673,-0.30000000000000004,-0.13333333333333333,3
2023-01-13,MU,-0.8,-0.8,0.0,1
2023-01-13,NOW,-0.8,-0.8,0.0,1
2023-01-13,NVDA,-0.8,-0.8,0.0,1
2023-01-13,ORCL,-0.8,-0.8,0.0,1
2023-01-13,PLTR,-0.8,-0.8,0.0,1
2023-01-13,QCOM,-0.8,-0.8,0.0,1
2023-01-13,TSM,0.55,0.75,0.024999999999999994,4
2023-01-13,VRT,0.4,0.5,0.2,2
2023-01-17,AAPL,0.13999999999999999,0.4800000000000001,0.24,5
2023-01-17,ADBE,0.0,0.5,0.4,1
2023-01-17,AMD,-0.8,-0.8,0.0,1
2023-01-17,AMZN,-0.4,-0.2,0.1,2
2023-01-17,CEG,0.45,0.5,-0.09999999999999999,2
2023-01-17,CRWD,0.9,0.5,-0.5,1
2023-01-17,DLR,-0.4,-0.10000000000000003,0.1,2
2023-01-17,GOOGL,0.0,0.3,0.2,1
2023-01-17,IBM,-0.325,-0.125,-0.2,4
2023-01-17,INTC,-0.8,-0.8,0.0,1
2023-01-17,META,-0.8,-0.8,0.0,1
2023-01-17,MSFT,-0.10833333333333334,0.30833333333333335,-0.11666666666666665,12
2023-01-17,MU,-0.9,-0.9,0.0,1
2023-01-17,NOW,-0.10000000000000002,0.09999999999999998,0.19999999999999998,3
2023-01-17,NVDA,-0.9,-0.9,0.0,1
2023-01-17,ORCL,-0.30000000000000004,-0.15000000000000002,0.15,2
2023-01-17,PLTR,-0.9,-0.9,0.0,1
2023-01-18,AAPL,0.037500000000000006,0.3875,-0.025,8
2023-01-18,ADBE,0.43333333333333335,0.6,-0.16666666666666666,3
2023-01-18,AMD,-0.9,-0.9,0.0,1
2023-01-18,AMZN,-0.9,-0.9,0.0,1
2023-01-18,ASML,0.6,0.5,0.0,1
2023-01-18,AVGO,-0.9,-0.9,0.0,1
2023-01-18,CRM,-0.033333333333333326,0.033333333333333326,0.0,3
2023-01-18,CRWD,0.25,0.475,0.25,4
2023-01-18,DLR,-0.8,-0.8,0.0,1
2023-01-18,EQIX,0.8,0.5,0.4,1
2023-01-18,GOOGL,0.4,0.5,0.15,2
2023-01-18,IBM,-0.05,0.04999999999999999,-0.225,4
2023-01-18,INTC,-0.025000000000000022,-0.07500000000000001,-0.024999999999999994,4
2023-01-18,META,0.0,0.06666666666666665,0.16666666666666666,3
2023-01-18,MSFT,0.06363636363636364,0.09090909090909091,-0.16363636363636364,11
2023-01-18,MU,-0.8,-0.8,0.0,1
2023-01-18,NOW,-0.8,-0.8,0.0,1
2023-01-18,NVDA,-0.8,-0.8,0.0,1
2023-01-18,ORCL,0.4,0.25,0.125,4
2023-01-18,PLTR,0.0,-0.10000000000000002,0.0,3
2023-01-18,QCOM,-0.05,0.125,-0.05,4
2023-01-18,SNOW,0.4,0.25,0.0,2
2023-01-19,AAPL,0.17500000000000002,0.22499999999999998,-0.175,4
2023-01-19,AMD,0.5,0.3,0.1,1
2023-01-19,AMZN,-0.13333333333333333,0.06666666666666665,-0.13333333333333333,3
2023-01-19,AVGO,-0.8,-0.8,0.0,1
2023-01-19,CEG,-0.5,-0.2,0.0,1
2023-01-19,CRM,-0.8,-0.8,0.0,1
2023-01-19,EQIX,0.44000000000000006,0.3,0.08,5
2023-01-19,GOOGL,-0.5,-0.5,0.0,1
2023-01-19,IBM,-0.07999999999999999,0.07999999999999999,0.020000000000000007,5
2023-01-19,INTC,-0.9,-0.9,0.0,1
2023-01-19,MSFT,0.2875,0.3,-0.0875,8
2023-01-19,MU,-0.45,-0.4,0.0,2
2023-01-19,NOW,0.38,0.48,0.13999999999999999,5
2023-01-19,NVDA,-0.9,-0.9,0.0,1
2023-01-19,ORCL,-0.9,-0.9,0.0,1
2023-01-19,PLTR,-0.9,-0.9,0.0,1
2023-01-19,QCOM,-0.9,-0.9,0.0,1
2023-01-19,SMCI,0.6799999999999999,0.86,0.52,5
2023-01-20,AAPL,-0.8,-0.8,0.0,1
2023-01-20,ADBE,-0.8,-0.8,0.0,1
2023-01-20,AMZN,0.54,0.62,0.3,5
2023-01-20,AVGO,0.0,0.0,0.0,1
2023-01-20,CRM,-0.25,0.0,-0.25,2
2023-01-20,DDOG,0.3666666666666667,0.6,-0.16666666666666666,3
2023-01-20,EQIX,0.36666666666666664,0.3222222222222222,0.13333333333333336,9
2023-01-20,GOOGL,0.4375,0.5,-0.1,8
2023-01-20,IBM,-0.9,-0.8,0.0,1
2023-01-20,INTC,0.35,0.6000000000000001,-0.2,2
2023-01-20,META,0.06666666666666665,0.4666666666666666,0.06666666666666667,3
2023-01-20,MSFT,-0.25,-0.025000000000000022,-0.07500000000000001,4
2023-01-20,NOW,-0.9,-0.8,0.0,1
2023-01-20,NVDA,-0.9,-0.8,0.0,1
2023-01-20,ORCL,-0.8500000000000001,-0.65,0.0,2
2023-01-20,PLTR,-0.9,-0.8,0.0,1
2023-01-20,QCOM,-0.5,-0.26666666666666666,0.0,3
2023-01-20,SMCI,0.6,0.7,-0.3,1
2023-01-23,AAPL,-0.14000000000000004,0.07999999999999999,-0.1,5
2023-01-23,ADBE,-0.8500000000000001,-0.65,0.0,2
2023-01-23,AI,0.2,0.5,0.0,1
2023-01-23,AMD,-0.16,-2.2204460492503132e-17,0.13999999999999999,5
2023-01-23,AMZN,-0.39999999999999997,-0.23333333333333336,-0.16666666666666666,3
2023-01-23,AVGO,-0.033333333333333326,0.06666666666666665,-0.033333333333333326,3
2023-01-23,CEG,0.4,0.55,0.30000000000000004,2
2023-01-23,CRM,0.24285714285714285,0.4714285714285714,0.05714285714285715,7
2023-01-23,CRWD,0.35,0.65,-0.27499999999999997,4
2023-01-23,DLR,-0.5,-0.5,0.0,1
2023-01-23,EQIX,0.6,0.7,-0.3,1
2023-01-23,GOOGL,0.4,0.8,-0.45,2
2023-01-23,IBM,0.10000000000000002,0.19999999999999998,0.20000000000000004,3
2023-01-23,INTC,0.21666666666666667,0.5166666666666667,-0.09999999999999999,6
2023-01-23,META,-0.35,-0.15000000000000002,-0.15,2
2023-01-23,MSFT,0.05000000000000001,0.21666666666666667,0.15,6
2023-01-23,NOW,-0.5,0.2,0.0,1
2023-01-23,NVDA,0.26,0.5199999999999999,0.36,5
2023-01-23,PLTR,0.4,0.55,-0.4,2
2023-01-23,QCOM,0.55,0.6499999999999999,0.55,2
2023-01-23,SMCI,-0.5,0.2,0.0,1
2023-01-24,AAPL,-0.9,-0.9,0.0,1
2023-01-24,ADBE,-0.03333333333333335,0.1333333333333333,-0.19999999999999998,3
2023-01-24,AI,0.4666666666666666,0.6,0.26666666666666666,3
2023-01-24,AMD,0.325,0.85,-0.525,4
2023-01-24,AMZN,-0.2818181818181818,-0.07272727272727274,0.03636363636363637,11
2023-01-24,ASML,0.2,0.6,0.0,1
2023-01-24,AVGO,-0.9,-0.9,0.0,1
2023-01-24,CRM,0.5599999999999999,0.5599999999999999,0.18,5
2023-01-24,CRWD,0.5,0.9,0.4,2
2023-01-24,DLR,-0.9,-0.9,0.0,1
2023-01-24,GOOGL,0.14615384615384613,0.6384615384615385,-0.4076923076923077,13
2023-01-24,IBM,0.7,0.9,0.5,1
2023-01-24,INTC,-0.020000000000000007,0.36,0.0,5
2023-01-24,META,-0.4666666666666666,-0.06666666666666667,-0.09999999999999999,3
2023-01-24,MSFT,-0.37142857142857144,0.1857142857142857,0.1142857142857143,7
2023-01-24,MU,0.09999999999999998,0.16666666666666663,0.19999999999999998,3
2023-01-24,NOW,-0.35,-0.04999999999999999,0.15,2
2023-01-24,NVDA,-0.9,-0.9,0.0,1
2023-01-24,ORCL,-0.9,-0.9,0.0,1
2023-01-24,PLTR,-0.475,-0.475,0.0,4
2023-01-24,QCOM,-0.9,-0.9,0.0,1
2023-01-24,TSM,0.0,0.0,0.0,1
2023-01-25,ADBE,-0.9,-0.9,0.0,1
2023-01-25,AMD,-0.9,-0.9,0.0,1
2023-01-25,AMZN,0.08571428571428572,0.2571428571428571,-0.2285714285714286,7
2023-01-25,ASML,0.8272727272727273,0.9636363636363636,0.3,11
2023-01-25,AVGO,0.23333333333333336,0.3,-0.19999999999999998,3
2023-01-25,CRM,-0.8,-0.8,0.0,1
2023-01-25,DDOG,0.45,0.65,-0.25,2
2023-01-25,DLR,-0.03333333333333335,0.1333333333333333,0.0,3
2023-01-25,EQIX,-0.8,-0.8,0.0,1
2023-01-25,GOOGL,0.3875,0.5375,-0.15,8
2023-01-25,IBM,-0.5,-0.5,0.0,1
2023-01-25,INTC,-0.30000000000000004,-0.10000000000000003,-0.1,2
2023-01-25,META,0.3666666666666667,0.5,0.2333333333333333,3
2023-01-25,MSFT,0.4772727272727273,0.6909090909090909,-0.12272727272727274,44
2023-01-25,MU,-0.8,-0.8,0.0,1
2023-01-25,NOW,-0.8,-0.8,0.0,1
2023-01-25,NVDA,-0.8500000000000001,-0.8500000000000001,0.0,2
2023-01-25,ORCL,-0.8,-0.8,0.0,1
2023-01-25,PLTR,-0.30000000000000004,-0.15000000000000002,0.0,2
2023-01-25,QCOM,-0.8,-0.8,0.0,1
2023-01-25,SMCI,0.5,0.5,-0.2,1
2023-01-26,ADBE,0.5,0.5,-0.2,1
2023-01-26,AI,0.8,-0.5,0.0,1
2023-01-26,AMD,-0.8,-0.8,0.0,2
2023-01-26,AMZN,-0.03333333333333335,0.06666666666666667,0.06666666666666667,3
2023-01-26,ASML,0.4,0.65,0.25,4
2023-01-26,AVGO,-0.8,-0.8,0.0,1
2023-01-26,CRM,-0.8,-0.8,0.0,1
2023-01-26,DDOG,0.25,0.5,0.25,2
2023-01-26,DLR,-0.9,-0.9,0.0,1
2023-01-26,EQIX,-0.9,-0.9,0.0,1
2023-01-26,GOOGL,0.28,0.44000000000000006,-0.13999999999999999,5
2023-01-26,IBM,0.525,0.7083333333333334,-0.05000000000000001,24
2023-01-26,INTC,0.36,0.5,0.0,10
2023-01-26,META,0.3333333333333333,0.46666666666666673,0.09999999999999999,3
2023-01-26,MSFT,0.1,0.45,-0.175,8
2023-01-26,MU,-0.050000000000000044,-0.050000000000000044,-0.15,2
2023-01-26,NOW,0.4689655172413793,0.696551724137931,0.1793103448275862,29
2023-01-26,NVDA,-0.8,-0.8,0.0,1
2023-01-26,ORCL,-0.8,-0.8,0.0,1
2023-01-26,PLTR,-0.15000000000000002,0.04999999999999999,0.25,2
2023-01-26,QCOM,-0.8,-0.8,0.0,1
2023-01-27,AAPL,-0.2,-0.06000000000000003,0.13999999999999999,5
2023-01-27,ADBE,0.39999999999999997,0.24,0.12,5
2023-01-27,AI,0.2,0.4,-0.5,1
2023-01-27,AMD,-0.8,-0.8,0.0,1
2023-01-27,AMZN,-0.30000000000000004,-0.35000000000000003,-0.1,2
2023-01-27,AVGO,-0.8,-0.8,0.0,1
2023-01-27,CRM,0.15,0.4,0.125,4
2023-01-27,DDOG,0.3,0.8,-0.6,1
2023-01-27,DLR,-0.8,-0.8,0.0,1
2023-01-27,EQIX,-0.8,-0.8,0.0,1
2023-01-27,GOOGL,0.7,0.5,-0.25,2
2023-01-27,IBM,0.0,0.04999999999999999,-0.35,2
2023-01-27,INTC,0.43333333333333335,0.6647058823529411,-0.396078431372549,51
2023-01-27,META,0.55,0.65,0.45,2
2023-01-27,MSFT,-0.7,-0.7,0.0,1
2023-01-27,MU,-0.7,-0.7,0.0,1
2023-01-27,NOW,-0.7,-0.7,0.0,1
2023-01-27,NVDA,-0.7,-0.7,0.0,1
2023-01-27,ORCL,-0.7,-0.7,0.0,1
2023-01-27,PLTR,-0.7,-0.7,0.0,1
2023-01-27,QCOM,-0.7,-0.7,0.0,1
2023-01-30,AAPL,-0.39999999999999997,-0.13333333333333333,0.0,3
2023-01-30,ADBE,-0.7,-0.7,0.0,1
2023-01-30,AMD,-0.06666666666666665,0.10000000000000002,0.16666666666666666,3
2023-01-30,AMZN,-0.1111111111111111,0.1111111111111111,0.06666666666666668,9
2023-01-30,CRM,1.3877787807814457e-17,0.275,0.125,4
2023-01-30,DDOG,0.8,0.6,-0.2,1
2023-01-30,EQIX,-0.8,-0.8,0.0,1
2023-01-30,GOOGL,0.25,0.55,-0.1875,8
2023-01-30,IBM,-0.5,-0.4000000000000001,-0.13333333333333333,3
2023-01-30,INTC,-0.9,-0.9,0.0,1
2023-01-30,META,-0.033333333333333326,0.0,0.16666666666666666,3
2023-01-30,MSFT,-0.2,0.09999999999999998,0.4,2
2023-01-30,MU,-0.9,-0.8,0.0,1
2023-01-30,NOW,0.5,0.2,0.0,1
2023-01-30,NVDA,0.22499999999999998,0.02499999999999998,-0.15,4
2023-01-30,PLTR,-0.10000000000000003,0.04999999999999999,-0.4,2
2023-01-30,QCOM,-0.9,-0.8,0.0,1
2023-01-31,AAPL,-0.6,-0.5333333333333333,0.0,3
2023-01-31,AI,0.10000000000000002,0.4000000000000001,0.39999999999999997,3
2023-01-31,AMD,-0.9,-0.8,0.0,1
2023-01-31,AMZN,-0.6,-0.5666666666666668,0.0,3
2023-01-31,CEG,0.55,0.65,0.4,2
2023-01-31,CRM,-0.8,-0.7,0.0,1
2023-01-31,DDOG,0.6,0.3,0.0,2
2023-01-31,DLR,0.19999999999999998,0.43333333333333335,0.0,3
2023-01-31,EQIX,0.2,0.3,0.2,1
2023-01-31,GOOGL,-0.06666666666666667,0.16666666666666666,0.2333333333333333,3
2023-01-31,IBM,0.06666666666666665,0.2111111111111111,0.08888888888888889,9
2023-01-31,INTC,-0.35,-0.25,0.1,2
2023-01-31,META,0.08333333333333333,0.31666666666666665,0.13333333333333333,6
2023-01-31,MU,-0.95,-0.95,0.0,2
2023-01-31,NOW,-0.9,-0.9,0.0,1
2023-01-31,NVDA,-0.35,-0.2,0.1,2
2023-01-31,ORCL,0.25,0.44999999999999996,0.2,2
2023-01-31,PLTR,-0.55,-0.35,0.0,2
2023-01-31,QCOM,-0.9,-0.8,-0.1,1
2023-02-01,AAPL,-0.3,-0.3333333333333333,0.10000000000000002,3
2023-02-01,ADBE,-0.9,-0.8,0.1,1
2023-02-01,AMD,0.43,0.7,0.08,40
2023-02-01,AMZN,-0.9,-0.9,0.0,1
2023-02-01,AVGO,-0.9,-0.9,0.0,1
2023-02-01,CRM,-0.9,-0.9,0.0,1
2023-02-01,DLR,-0.9,-0.9,0.0,1
2023-02-01,EQIX,-0.9,-0.9,0.0,1
2023-02-01,IBM,-0.35,-0.15000000000000002,0.1,2
2023-02-01,INTC,0.24166666666666667,0.6,-0.4666666666666666,12
2023-02-01,META,0.2833333333333333,0.5833333333333334,-0.21666666666666667,6
2023-02-01,MSFT,-0.15,-0.050000000000000044,0.15,2
2023-02-01,MU,-0.30000000000000004,-0.10000000000000003,0.05,2
2023-02-01,NOW,-0.15000000000000002,-0.15000000000000002,-0.1,2
2023-02-01,NVDA,-0.8,-0.8,0.0,1
2023-02-01,ORCL,-0.16666666666666666,-0.19999999999999998,0.16666666666666666,3
2023-02-01,PLTR,-0.30000000000000004,-0.10000000000000003,0.0,2
2023-02-01,QCOM,-0.8,-0.8,0.0,1
2023-02-01,SMCI,0.56,0.7533333333333334,0.04666666666666666,15
2023-02-01,SNOW,-0.25,0.35,0.0,2
2023-02-01,VRT,0.0,0.5,0.0,1
2023-02-02,AAPL,-0.2571428571428572,0.05714285714285715,-0.18571428571428572,7
2023-02-02,ADBE,-0.8,-0.8,0.0,1
2023-02-02,AI,0.5,-0.5,0.0,2
2023-02-02,AMD,-0.2,-0.12500000000000003,0.125,4
2023-02-02,AMZN,-0.044444444444444446,0.2777777777777778,-0.12222222222222223,9
2023-02-02,AVGO,-0.30000000000000004,-0.15000000000000002,0.0,2
2023-02-02,CEG,0.8000000000000002,0.4000000000000001,0.3,3
2023-02-02,CRM,-0.15000000000000002,-0.050000000000000044,-0.2,2
2023-02-02,CRWD,0.2,0.5,0.0,1
2023-02-02,DLR,-0.2,-0.10000000000000003,0.1,2
2023-02-02,GOOGL,0.07500000000000001,0.15000000000000002,-0.075,4
2023-02-02,IBM,-0.16666666666666666,-1.850371707708594e-17,0.10000000000000002,3
2023-02-02,INTC,0.4166666666666667,0.39999999999999997,-0.18333333333333335,6
2023-02-02,META,0.4253731343283582,0.37462686567164183,0.31492537313432833,67
2023-02-02,MSFT,0.08333333333333333,0.18333333333333335,0.033333333333333326,6
2023-02-02,MU,-0.46666666666666673,-0.43333333333333335,0.03333333333333333,3
2023-02-02,NOW,-0.15000000000000002,-0.30000000000000004,0.0,2
2023-02-02,NVDA,-0.30000000000000004,-0.050000000000000044,0.0,2
2023-02-02,ORCL,0.175,0.27499999999999997,0.024999999999999994,4
2023-02-02,PLTR,-0.8,-0.8,0.0,1
2023-02-02,QCOM,0.2,0.8,-0.5,1
2023-02-03,AAPL,0.4634146341463415,0.751219512195122,-0.1902439024390244,41
2023-02-03,ADBE,-0.7,-0.7,0.1,1
2023-02-03,AI,-0.175,0.04999999999999999,0.2,4
2023-02-03,AMD,-0.7,-0.7,0.1,1
2023-02-03,AMZN,0.32575757575757575,0.5833333333333334,-0.010606060606060601,66
2023-02-03,AVGO,-0.8,-0.8,0.0,1
2023-02-03,CRM,-0.8,-0.8,0.0,1
2023-02-03,DLR,-0.15000000000000002,-0.10000000000000003,0.0,2
2023-02-03,EQIX,-0.8,-0.8,0.0,1
2023-02-03,GOOGL,0.42439024390243907,0.7097560975609757,-0.04634146341463415,41
2023-02-03,IBM,-0.9,-0.9,0.0,1
2023-02-03,INTC,0.35,0.375,0.024999999999999994,4
2023-02-03,META,0.2,0.13999999999999999,-0.1,5
2023-02-03,MSFT,-0.9,-0.9,0.0,1
2023-02-03,MU,-0.9,-0.9,0.0,1
2023-02-03,NOW,-0.10000000000000003,-0.04999999999999999,0.0,2
2023-02-03,NVDA,-0.9,-0.9,0.0,1
